0,1,2
1,443,1
1,444,1
1,445,1
1,446,1
1,447,1
1,448,1
1,449,1
1,450,1
1,451,1
1,452,1
1,453,1
1,454,1
1,455,1
1,456,1
1,457,1
1,458,1
1,459,1
1,460,1
1,461,1
1,462,1
1,463,1
1,464,1
1,465,1
1,466,1
1,467,1
1,468,1
1,469,1
1,470,1
1,471,1
1,472,1
1,473,1
1,474,1
1,475,1
1,476,1
1,477,1
1,478,1
1,479,1
1,480,1
1,481,1
1,482,1
1,483,1
1,484,1
1,485,1
1,486,1
1,487,1
1,488,-1
1,489,-1
1,490,-1
1,491,-1
492,1,1
492,177,-1
492,200,1
492,493,-1
492,494,-1
492,495,1
492,496,1
492,497,1
492,498,1
2,1,1
2,83,1
2,130,1
2,499,1
3,1,1
4,1,1
5,1,1
5,500,1
5,501,1
5,502,1
5,503,1
5,504,1
5,505,1
6,1,1
6,10,1
6,34,1
6,35,1
6,200,1
6,506,1
6,507,1
6,508,1
6,509,1
6,510,1
7,1,1
7,2,-1
7,40,1
7,54,1
7,67,1
7,105,1
7,109,1
7,127,1
7,138,1
7,511,1
7,161,1
7,206,1
7,228,-1
7,238,1
7,246,1
7,253,1
7,267,1
7,330,1
7,431,1
7,512,1
7,513,1
7,514,1
7,515,1
7,516,-1
7,517,1
7,518,1
7,519,1
7,520,1
7,521,1
7,522,1
7,523,1
7,524,1
7,525,1
7,526,1
7,527,1
7,528,1
7,529,1
7,530,-1
7,501,1
7,531,-1
7,532,1
7,533,1
7,534,1
7,535,1
7,536,1
7,537,1
7,538,-1
7,539,1
7,503,1
7,540,1
7,541,1
7,542,1
7,543,1
7,544,-1
7,545,1
7,546,-1
7,547,1
7,548,1
7,549,1
7,550,-1
7,551,1
7,552,1
7,553,1
7,554,1
7,555,1
7,556,1
7,557,-1
7,558,1
7,559,1
7,560,1
7,561,1
7,562,1
7,563,1
7,564,1
7,565,1
7,566,1
7,567,1
7,568,1
7,569,1
7,570,1
7,571,1
7,572,1
7,573,-1
7,574,1
7,575,-1
7,576,-1
7,577,-1
7,578,-1
7,579,-1
7,580,1
7,581,1
7,582,1
7,583,1
7,584,1
7,585,1
7,586,-1
7,587,1
7,588,-1
7,589,1
7,590,1
7,591,1
7,592,1
7,593,1
7,594,-1
7,595,1
7,596,-1
7,597,-1
7,598,1
7,599,1
7,600,1
7,601,1
7,602,1
7,603,1
7,604,1
7,605,1
7,606,1
7,607,1
7,608,1
7,609,1
7,610,-1
7,611,-1
7,612,-1
8,1,1
8,613,1
8,614,1
8,615,1
9,1,1
9,616,1
9,160,1
9,617,1
9,618,1
10,1,1
10,6,1
10,619,1
10,30,1
10,46,1
10,50,1
10,97,1
10,128,1
10,161,1
10,216,1
10,228,1
10,267,1
10,323,1
10,354,1
10,363,1
10,431,1
10,500,1
10,620,1
10,621,1
10,622,1
10,623,1
10,624,1
10,567,1
10,625,1
10,626,1
10,627,1
10,628,-1
10,629,1
10,507,1
10,630,1
10,631,1
10,632,1
10,633,1
10,634,1
10,635,1
10,636,1
10,637,1
10,638,1
10,639,1
10,640,1
10,641,1
10,642,1
10,643,1
10,644,1
10,645,1
10,646,-1
11,1,1
647,1,1
647,46,1
647,50,1
647,88,1
647,120,1
647,265,1
647,266,1
647,284,1
647,290,1
647,445,1
647,517,1
647,523,1
647,648,-1
647,527,1
647,620,1
647,538,1
647,649,1
647,650,1
647,567,1
647,504,1
647,651,1
647,573,1
647,652,1
647,653,1
647,654,1
647,655,1
647,656,1
647,657,1
647,658,1
647,659,1
647,660,1
647,661,1
647,662,1
647,663,1
647,664,1
647,665,1
12,1,1
12,34,1
12,35,1
12,67,1
12,666,1
12,120,1
12,125,1
12,126,1
12,127,1
12,128,1
12,253,1
12,330,1
12,667,1
12,515,1
12,668,1
12,669,1
12,670,1
12,671,1
12,672,1
12,673,1
12,674,1
12,675,1
12,655,1
12,676,-1
12,677,1
12,678,1
12,679,1
12,680,1
12,681,1
12,682,1
13,1,1
13,616,1
13,74,1
13,165,1
13,223,1
13,536,1
13,683,1
13,684,1
13,543,1
13,544,1
13,685,1
13,562,1
13,686,1
13,687,1
13,688,1
13,689,1
14,1,1
15,1,1
16,1,1
16,36,1
16,109,1
16,156,1
16,158,1
16,683,1
16,543,1
16,546,1
16,690,1
16,685,1
16,556,1
16,691,1
16,692,1
17,1,1
18,1,1
18,19,1
18,43,1
18,46,1
18,693,1
18,74,1
18,88,1
18,114,1
18,161,1
18,169,1
18,170,1
18,216,1
18,245,-1
18,248,-1
18,253,1
18,330,1
18,517,1
18,522,1
18,523,1
18,500,1
18,694,-1
18,695,1
18,526,1
18,696,1
18,531,1
18,536,1
18,697,-1
18,698,1
18,699,1
18,550,1
18,499,1
18,556,1
18,700,1
18,701,-1
18,702,1
18,703,1
18,564,1
18,704,-1
18,705,1
18,706,1
18,652,1
18,707,-1
18,708,1
18,709,1
18,710,1
18,711,1
18,712,1
18,713,1
18,714,1
18,715,1
18,716,1
18,717,1
18,600,1
18,718,1
18,719,1
18,720,1
18,721,1
18,722,1
18,723,-1
619,1,1
619,10,1
619,24,1
619,27,1
619,43,1
619,46,1
619,47,1
619,50,1
619,63,1
619,126,1
619,127,1
619,138,1
619,311,1
619,724,1
619,725,1
619,726,1
619,727,1
619,514,1
619,728,1
619,729,1
619,730,1
619,515,1
619,731,1
619,517,1
619,732,1
619,733,1
619,734,1
619,735,1
619,501,1
619,670,1
619,736,1
619,737,1
619,738,1
619,739,1
619,697,1
619,672,1
619,740,1
619,741,1
619,742,1
619,567,1
619,628,-1
619,635,1
619,743,1
619,744,1
619,745,1
619,746,1
619,747,1
619,748,1
619,749,-1
619,750,1
619,751,1
619,752,1
619,753,1
619,754,-1
19,1,1
19,18,1
19,22,1
19,37,1
19,40,1
19,56,1
19,78,1
19,94,1
19,156,1
19,755,1
19,330,1
19,402,1
19,756,1
19,536,1
19,537,1
19,546,1
19,699,1
19,757,1
19,758,1
19,686,1
19,759,1
19,760,1
19,761,1
20,1,1
20,537,1
20,762,1
20,763,1
21,1,1
21,64,1
22,1,1
22,19,1
22,616,1
22,165,1
22,764,1
22,523,1
22,686,1
23,1,1
23,765,1
23,766,1
23,767,1
24,1,1
24,619,1
24,34,1
24,162,1
24,768,1
25,1,1
26,1,1
26,519,1
26,769,1
27,1,1
27,619,1
27,40,1
27,41,1
27,43,1
27,45,1
27,46,1
27,770,1
27,67,1
27,126,1
27,130,1
27,131,1
27,245,1
27,354,1
27,361,1
27,764,1
27,725,1
27,726,1
27,667,1
27,771,1
27,516,-1
27,517,1
27,518,1
27,772,1
27,773,1
27,526,1
27,774,-1
27,775,1
27,776,1
27,530,1
27,777,1
27,778,1
27,670,1
27,532,1
27,738,1
27,539,1
27,503,1
27,779,1
27,780,1
27,781,1
27,782,1
27,623,1
27,783,1
27,567,1
27,784,-1
27,785,1
27,786,1
27,787,1
27,788,1
27,789,1
27,790,1
27,791,1
27,792,1
27,793,1
27,794,-1
27,795,1
27,796,1
28,1,1
29,1,1
29,797,1
30,1,1
30,10,1
30,77,1
30,107,1
30,319,1
30,539,1
30,798,1
30,499,1
30,799,1
30,624,1
30,800,1
30,801,1
30,802,1
30,803,1
31,1,1
32,1,1
32,42,1
32,674,1
33,1,1
33,738,1
34,1,1
34,6,1
34,12,1
34,24,1
34,35,1
34,40,1
34,67,1
34,88,1
34,666,1
34,90,1
34,123,1
34,124,1
34,125,1
34,161,1
34,219,1
34,224,1
34,233,1
34,264,1
34,265,1
34,287,1
34,335,1
34,336,1
34,340,1
34,359,1
34,730,1
34,515,1
34,804,1
34,805,1
34,503,1
34,556,1
34,806,1
34,807,1
34,808,1
34,809,1
34,810,1
34,784,1
34,811,1
34,812,1
34,507,1
34,813,1
34,814,1
34,815,1
34,816,1
34,817,1
34,818,1
34,819,1
34,657,1
34,820,1
34,821,1
34,822,1
34,823,1
34,824,1
34,825,1
34,826,1
34,827,1
34,828,1
34,800,1
34,829,1
34,830,1
34,831,1
34,832,1
34,833,1
34,834,1
34,835,1
34,790,1
34,836,1
34,837,1
34,838,1
34,839,1
34,840,1
34,841,1
34,842,1
34,633,1
34,843,1
34,844,1
34,845,1
34,508,1
34,846,1
35,1,1
35,6,1
35,12,1
35,34,1
35,42,1
35,50,1
35,67,1
35,125,1
35,127,1
35,847,1
35,219,1
35,279,1
35,287,1
35,305,1
35,334,1
35,341,1
35,375,1
35,805,1
35,848,1
35,849,1
35,850,1
35,670,1
35,851,1
35,852,1
35,853,1
35,854,1
35,855,1
35,856,1
35,857,1
35,628,1
35,811,1
35,815,1
35,832,1
35,844,1
35,508,1
35,509,1
35,858,1
35,797,1
35,859,1
35,860,1
35,861,1
35,862,1
35,863,1
35,864,1
35,865,1
35,866,1
35,867,1
35,868,1
35,869,1
35,870,1
35,871,1
35,872,1
35,873,1
35,874,1
35,875,1
35,876,1
35,877,1
35,878,1
36,1,1
36,16,1
36,50,1
36,616,1
36,75,1
36,879,-1
36,170,1
36,180,1
36,223,1
36,248,1
36,336,1
36,402,1
36,880,1
36,522,1
36,500,1
36,881,1
36,527,1
36,756,1
36,882,1
36,538,1
36,683,1
36,541,1
36,543,1
36,544,1
36,698,1
36,546,1
36,685,1
36,499,1
36,883,1
36,562,1
36,884,1
36,885,1
36,886,1
36,564,1
36,887,-1
36,888,1
36,889,1
36,890,1
37,1,1
37,19,1
37,149,1
37,165,1
37,522,1
37,756,1
37,536,1
37,544,1
37,891,1
37,892,1
37,560,1
38,1,1
38,814,1
38,819,1
39,1,1
39,105,1
39,227,1
39,228,1
39,231,1
39,242,1
39,243,1
39,252,1
39,765,1
39,270,1
39,516,1
39,519,1
39,524,1
39,493,1
39,539,1
39,503,1
39,540,1
39,495,1
39,893,1
39,556,1
39,894,1
39,573,1
39,895,1
39,896,1
40,1,1
40,7,1
40,18,1
40,19,1
40,27,1
40,43,1
40,46,1
40,50,1
40,770,1
40,616,1
40,74,1
40,76,1
40,109,1
40,115,1
40,119,1
40,120,1
40,122,1
40,124,1
40,126,1
40,130,1
40,131,1
40,138,1
40,161,1
40,879,-1
40,174,1
40,206,1
40,228,1
40,237,1
40,242,1
40,245,1
40,765,1
40,265,1
40,266,1
40,267,1
40,283,1
40,285,1
40,302,1
40,330,1
40,336,1
40,337,1
40,341,1
40,347,1
40,354,1
40,444,1
40,726,1
40,897,1
40,514,1
40,516,-1
40,517,1
40,518,1
40,804,1
40,519,1
40,520,1
40,898,1
40,805,1
40,772,1
40,899,1
40,521,1
40,522,1
40,523,1
40,500,-1
40,694,1
40,773,1
40,900,1
40,774,-1
40,648,-1
40,775,1
40,901,1
40,527,1
40,902,1
40,756,1
40,696,1
40,529,1
40,530,1
40,620,1
40,735,1
40,501,1
40,778,1
40,903,1
40,904,1
40,670,1
40,736,1
40,532,1
40,738,1
40,493,1
40,533,1
40,536,1
40,502,-1
40,538,1
40,905,1
40,539,1
40,503,1
40,683,1
40,541,1
40,543,1
40,544,1
40,495,-1
40,906,1
40,907,1
40,908,1
40,546,1
40,909,1
40,547,1
40,910,1
40,549,1
40,911,1
40,685,1
40,551,1
40,912,1
40,913,1
40,914,-1
40,766,1
40,779,1
40,807,1
40,915,1
40,916,1
40,558,1
40,917,1
40,757,1
40,782,1
40,623,1
40,918,1
40,562,1
40,919,1
40,783,1
40,692,1
40,703,1
40,920,1
40,921,1
40,922,1
40,567,1
40,923,1
40,625,1
40,924,-1
40,925,1
40,926,1
40,927,1
40,928,1
40,929,1
40,930,1
40,931,1
40,932,1
40,653,1
40,933,1
40,934,1
40,935,1
40,628,-1
40,936,1
40,937,1
40,938,1
40,939,1
40,655,1
40,940,1
40,941,1
40,942,1
40,887,1
40,943,-1
40,709,1
40,944,1
40,945,1
40,946,1
40,947,1
40,948,1
40,949,1
40,950,1
40,951,1
40,585,1
40,952,-1
40,586,1
40,953,1
40,954,1
40,955,1
40,956,1
40,957,1
40,656,1
40,958,-1
40,959,1
40,960,1
40,787,1
40,961,1
40,962,1
40,963,1
40,964,1
40,965,1
40,788,1
40,966,1
40,967,1
40,968,1
40,969,1
40,970,1
40,971,1
40,972,1
40,973,1
40,974,1
40,975,1
40,976,1
40,977,-1
40,978,-1
40,979,-1
40,980,-1
40,981,-1
40,676,-1
40,982,-1
41,1,1
41,27,1
41,332,1
41,738,1
41,912,1
41,652,1
41,983,1
42,1,1
42,43,1
42,46,1
42,693,1
42,245,1
42,880,1
42,500,-1
42,984,1
42,904,-1
42,738,-1
42,919,-1
42,704,-1
42,566,1
42,923,-1
42,985,-1
42,588,-1
42,711,1
42,712,1
42,986,1
42,713,1
42,987,1
42,988,1
42,989,1
42,990,1
42,991,-1
42,992,1
42,993,-1
43,1,1
43,7,1
43,18,1
43,619,1
43,27,1
43,40,-1
43,42,1
43,46,1
43,47,-1
43,50,-1
43,693,1
43,65,1
43,770,1
43,74,1
43,76,1
43,124,-1
43,126,1
43,127,1
43,131,1
43,146,1
43,245,-1
43,246,1
43,253,1
43,267,1
43,994,1
43,725,1
43,897,1
43,514,-1
43,995,1
43,730,1
43,515,1
43,880,1
43,517,-1
43,518,-1
43,996,1
43,997,1
43,772,1
43,521,1
43,522,-1
43,998,-1
43,500,-1
43,999,1
43,1000,1
43,525,1
43,900,1
43,774,-1
43,775,1
43,984,1
43,1001,1
43,530,-1
43,904,1
43,1002,1
43,1003,1
43,1004,-1
43,532,-1
43,737,-1
43,738,-1
43,493,1
43,535,-1
43,1005,-1
43,697,-1
43,539,1
43,1006,1
43,907,1
43,1007,1
43,556,1
43,807,1
43,623,1
43,919,-1
43,704,-1
43,566,1
43,1008,1
43,923,-1
43,1009,1
43,1010,-1
43,895,1
43,786,-1
43,1011,-1
43,1012,1
43,1013,-1
43,1014,1
43,1015,1
43,629,1
43,1016,1
43,1017,1
43,1018,1
43,1019,1
43,1020,1
43,985,1
43,1021,1
43,588,-1
43,1022,-1
43,1023,1
43,711,1
43,712,1
43,986,1
43,1024,1
43,1025,1
43,713,1
43,1026,1
43,1027,1
43,1028,1
43,987,1
43,1029,1
43,1030,1
43,1031,1
43,1032,1
43,1033,1
43,1034,1
43,1035,1
43,1036,1
43,1037,1
43,1038,1
43,1039,1
43,1040,1
43,988,1
43,1041,1
43,1042,1
43,1043,1
43,1044,1
43,1045,1
43,1046,1
43,1047,1
43,1048,-1
43,1049,1
43,1050,-1
43,989,1
43,1051,1
43,1052,1
43,1053,1
43,1054,1
43,1055,1
43,1056,1
43,1057,1
43,1058,1
43,1059,1
43,1060,1
43,1061,1
43,1062,1
43,1063,1
43,1064,1
43,1065,1
43,1066,1
43,1067,1
43,1068,1
43,1069,1
43,1070,1
43,1071,1
43,1072,1
43,1073,1
43,1074,1
43,1075,1
43,1076,1
43,1077,1
43,1078,1
43,1079,1
43,1080,1
43,1081,1
43,1082,1
43,1083,1
43,1084,1
43,1085,1
43,1086,1
43,1087,1
43,1088,1
43,1089,1
43,1090,1
43,1091,1
43,1092,1
43,1093,1
43,1094,1
43,1095,1
43,1096,1
43,1097,1
43,1098,1
43,1099,1
43,1100,1
43,1101,1
43,714,1
43,1102,1
43,990,1
43,1103,1
43,1104,1
43,1105,-1
43,1106,-1
43,1107,-1
43,1108,-1
43,1109,-1
43,1110,-1
43,1111,-1
43,1112,-1
43,1113,-1
43,1114,-1
43,991,-1
43,1115,-1
43,630,-1
43,1116,-1
44,1,1
44,138,1
45,1,1
45,619,1
45,27,1
45,47,1
45,48,1
45,67,1
45,126,1
45,127,1
45,130,1
45,1117,1
45,729,1
45,730,1
45,731,1
45,898,1
45,773,1
45,668,1
45,1118,1
45,669,1
45,1119,1
45,532,1
45,1120,1
45,1121,1
45,697,1
45,1122,1
45,917,1
45,1123,1
45,625,1
45,1015,1
45,629,1
45,1124,1
45,1125,1
45,1126,1
46,1,1
46,7,1
46,10,1
46,647,1
46,18,1
46,619,1
46,27,1
46,34,1
46,40,-1
46,42,1
46,43,1
46,47,1
46,48,1
46,50,1
46,693,1
46,770,1
46,67,1
46,69,1
46,77,1
46,666,1
46,124,-1
46,126,1
46,127,1
46,128,1
46,130,1
46,134,1
46,138,1
46,142,1
46,253,1
46,284,1
46,287,1
46,323,1
46,330,1
46,337,1
46,344,1
46,354,1
46,373,1
46,376,1
46,382,1
46,994,1
46,1117,1
46,764,1
46,726,1
46,727,1
46,1127,1
46,1128,1
46,1129,1
46,897,1
46,514,1
46,728,1
46,729,1
46,771,1
46,730,1
46,515,1
46,1130,1
46,1131,1
46,731,1
46,517,1
46,518,1
46,1132,1
46,804,1
46,996,1
46,1133,1
46,519,1
46,520,1
46,1134,1
46,1135,1
46,732,1
46,1136,1
46,997,1
46,772,1
46,899,1
46,848,1
46,849,1
46,1137,1
46,521,1
46,522,1
46,523,1
46,1138,1
46,1139,1
46,1140,1
46,500,1
46,1141,1
46,1142,1
46,694,1
46,1143,1
46,1144,1
46,773,1
46,1145,1
46,733,1
46,695,1
46,526,1
46,774,-1
46,648,-1
46,775,1
46,734,1
46,1146,1
46,1147,1
46,668,1
46,901,1
46,1148,1
46,1149,1
46,1150,1
46,1151,1
46,1118,1
46,1152,1
46,1153,1
46,1154,1
46,776,1
46,527,1
46,902,1
46,756,1
46,696,1
46,529,1
46,530,1
46,1155,1
46,620,1
46,1156,1
46,777,1
46,501,1
46,778,1
46,904,1
46,1157,1
46,1158,1
46,1159,1
46,669,1
46,1002,1
46,531,1
46,670,1
46,1160,1
46,1161,1
46,1162,1
46,1163,1
46,1164,1
46,1165,1
46,1166,1
46,1167,1
46,1168,1
46,1169,1
46,1170,1
46,1171,1
46,1172,1
46,882,1
46,1173,1
46,1174,1
46,1175,1
46,1176,1
46,1177,1
46,1178,1
46,736,1
46,1179,1
46,1180,1
46,1181,1
46,1182,1
46,1183,1
46,1184,1
46,1185,1
46,1186,1
46,1187,1
46,1188,1
46,1189,1
46,1190,1
46,1119,1
46,1003,1
46,1004,1
46,532,1
46,1191,1
46,737,1
46,1192,1
46,1193,1
46,1120,1
46,738,1
46,493,1
46,1194,1
46,533,1
46,1195,1
46,1121,1
46,534,1
46,739,1
46,535,1
46,536,1
46,1196,1
46,1197,1
46,1198,1
46,1199,1
46,1200,1
46,1201,1
46,1202,1
46,1005,1
46,1203,1
46,1204,-1
46,697,-1
46,1205,-1
46,1206,-1
46,502,-1
47,1,1
47,619,1
47,46,1
47,770,1
47,124,-1
47,126,1
47,131,1
47,138,1
47,161,1
47,267,1
47,336,1
47,1129,1
47,1130,1
47,731,1
47,516,1
47,523,1
47,1118,1
47,776,1
47,1207,1
47,1155,1
47,670,1
47,1176,1
47,532,1
47,738,1
47,536,1
47,1197,1
47,539,1
47,1006,1
47,1208,1
47,919,1
47,1209,1
47,1210,1
47,653,1
47,588,-1
47,1211,1
47,1212,1
47,1213,1
47,1214,1
48,1,1
48,45,1
48,46,1
48,50,1
48,616,1
48,120,1
48,130,1
48,143,1
48,340,1
48,382,1
48,1117,1
48,515,1
48,1132,1
48,804,1
48,899,1
48,521,1
48,998,1
48,773,1
48,1149,1
48,1215,1
48,620,1
48,1177,1
48,1189,1
48,739,1
48,1200,1
48,539,1
48,698,1
48,798,1
48,671,1
48,685,1
48,913,1
48,779,1
48,1216,1
48,853,1
48,1217,1
48,1218,1
48,562,1
48,932,1
48,1219,1
48,1220,1
48,1124,1
48,1221,1
48,1222,1
48,748,1
48,1223,1
48,1224,1
48,1225,1
48,1226,1
48,1227,1
48,1228,1
49,1,1
49,685,1
50,1,1
50,10,1
50,647,1
50,619,1
50,35,1
50,36,1
50,40,1
50,43,-1
50,46,1
50,47,-1
50,48,1
50,770,1
50,616,1
50,77,1
50,88,1
50,92,1
50,107,1
50,114,1
50,120,1
50,127,1
50,128,1
50,130,1
50,134,1
50,138,1
50,143,1
50,206,1
50,210,1
50,223,1
50,245,1
50,251,1
50,253,1
50,255,1
50,266,1
50,267,1
50,287,-1
50,302,1
50,319,1
50,328,1
50,330,1
50,340,-1
50,369,1
50,389,1
50,513,1
50,764,1
50,725,1
50,726,1
50,727,1
50,897,1
50,514,1
50,729,1
50,515,1
50,1130,1
50,731,1
50,516,-1
50,519,1
50,520,1
50,899,1
50,848,1
50,521,1
50,1139,1
50,524,1
50,1142,1
50,900,1
50,774,-1
50,648,-1
50,734,1
50,1146,1
50,901,1
50,530,1
50,620,1
50,735,1
50,501,1
50,903,1
50,1002,1
50,670,1
50,1193,1
50,1194,1
50,533,1
50,536,1
50,697,1
50,537,1
50,538,1
50,503,1
50,540,1
50,1229,1
50,495,-1
50,1230,1
50,798,1
50,909,1
50,1231,1
50,1232,1
50,556,1
50,1233,1
50,1234,1
50,852,1
50,1235,1
50,1236,1
50,1237,1
50,1238,1
50,1239,1
50,650,1
50,624,1
50,567,1
50,1240,1
50,856,1
50,1241,1
50,925,1
50,1242,1
50,1243,1
50,652,1
50,1210,1
50,581,1
50,1244,1
50,628,-1
50,762,1
50,936,1
50,1245,1
50,1246,1
50,1247,1
50,1248,1
50,1249,1
50,1250,1
50,1251,1
50,1252,1
50,1253,1
50,1254,1
50,1255,1
50,1256,1
50,1257,1
50,1258,1
50,937,1
50,582,1
50,1259,1
50,938,1
50,1260,1
50,1261,1
50,1262,1
50,1263,1
50,1264,1
50,1265,1
50,1266,1
50,1267,1
50,583,1
50,1268,1
50,1269,1
50,1270,1
50,654,1
50,939,1
50,1271,1
50,1272,1
50,1273,1
50,655,1
50,584,1
50,1274,1
50,1275,1
50,629,1
50,1276,1
50,1277,1
50,1278,1
50,1279,1
50,1280,1
50,1281,1
50,1282,1
50,1283,1
50,1284,1
50,1285,1
50,1286,1
50,1287,1
50,1288,1
50,1289,1
50,1290,1
50,1291,1
50,1292,1
50,1293,1
50,1016,1
50,940,-1
50,1294,-1
51,1,1
51,683,1
693,1,1
693,42,1
693,43,1
693,46,1
693,70,1
693,74,1
693,131,1
693,729,1
693,730,1
693,731,1
693,1295,1
693,1000,1
693,984,1
693,1119,1
693,697,-1
693,1296,1
693,567,1
693,1008,1
693,709,1
693,1023,1
693,711,1
693,712,1
693,986,1
693,1025,1
693,713,1
693,987,1
693,1048,-1
693,989,1
693,1059,1
693,657,-1
693,1297,1
693,1298,1
693,1299,1
693,1300,1
693,1301,1
693,1302,1
52,1,1
53,1,1
53,522,1
53,628,1
54,1,1
54,7,1
54,59,1
54,536,1
54,1303,1
54,542,1
54,548,1
54,1243,1
55,1,1
55,536,1
56,1,1
56,19,1
56,516,1
56,523,1
56,500,1
56,886,1
57,1,1
57,261,1
57,668,1
57,916,1
57,1304,1
57,1305,1
57,1306,1
